"imageid","ean","url","alt","is_primary"
"226","5901477134333","https://b2b.geko.pl/zasoby/import/3/376_0_36942.jpg","Imagem do produto","true"
"227","5901477134333","https://b2b.geko.pl/zasoby/import/3/376_1_36943.jpg","Imagem do produto","false"
"228","5901477134333","https://b2b.geko.pl/zasoby/import/3/376_1_36944.jpg","Imagem do produto","false"
"229","5901477134357","https://b2b.geko.pl/zasoby/import/3/378_0_36945.jpg","Imagem do produto","true"
"230","5901477134357","https://b2b.geko.pl/zasoby/import/3/378_1_36946.jpg","Imagem do produto","false"
"231","5901477134357","https://b2b.geko.pl/zasoby/import/3/378_1_36947.jpg","Imagem do produto","false"
"232","5901477134364","https://b2b.geko.pl/zasoby/import/3/379_0_36948.jpg","Imagem do produto","true"
"233","5901477134364","https://b2b.geko.pl/zasoby/import/3/379_1_36949.jpg","Imagem do produto","false"
"234","5901477134364","https://b2b.geko.pl/zasoby/import/3/379_1_36950.jpg","Imagem do produto","false"
"235","5901477140570","https://b2b.geko.pl/zasoby/import/3/380_0_36717.jpg","Imagem do produto","true"
"236","5901477140570","https://b2b.geko.pl/zasoby/import/3/380_1_36718.jpg","Imagem do produto","false"
"237","5901477133466","https://b2b.geko.pl/zasoby/import/3/394_0_18497544.jpg","Imagem do produto","true"
"238","5901477133503","https://b2b.geko.pl/zasoby/import/3/399_0_2349431.jpg","Imagem do produto","true"
"239","5901477138348","https://b2b.geko.pl/zasoby/import/4/409_0_36006.jpg","Imagem do produto","true"
"240","5901477138355","https://b2b.geko.pl/zasoby/import/4/410_0_36008.jpg","Imagem do produto","true"
"241","5901477138362","https://b2b.geko.pl/zasoby/import/4/411_0_36010.jpg","Imagem do produto","true"
"242","5901477138379","https://b2b.geko.pl/zasoby/import/4/412_0_36012.jpg","Imagem do produto","true"
"243","5901477138386","https://b2b.geko.pl/zasoby/import/4/413_0_36014.jpg","Imagem do produto","true"
"244","5901477138393","https://b2b.geko.pl/zasoby/import/4/414_0_36016.jpg","Imagem do produto","true"
"245","5901477138409","https://b2b.geko.pl/zasoby/import/4/415_0_36018.jpg","Imagem do produto","true"
"246","5901477138416","https://b2b.geko.pl/zasoby/import/4/416_0_36020.jpg","Imagem do produto","true"
"247","5901477138423","https://b2b.geko.pl/zasoby/import/4/417_0_36022.jpg","Imagem do produto","true"
"248","5901477138430","https://b2b.geko.pl/zasoby/import/4/418_0_36024.jpg","Imagem do produto","true"
"249","5901477138447","https://b2b.geko.pl/zasoby/import/4/419_0_36026.jpg","Imagem do produto","true"
"250","5901477138454","https://b2b.geko.pl/zasoby/import/4/420_0_36028.jpg","Imagem do produto","true"
"251","5901477138461","https://b2b.geko.pl/zasoby/import/4/421_0_36030.jpg","Imagem do produto","true"
"252","5901477138478","https://b2b.geko.pl/zasoby/import/4/422_0_36032.jpg","Imagem do produto","true"
"253","5901477138478","https://b2b.geko.pl/zasoby/import/4/422_1_36033.jpg","Imagem do produto","false"
"254","5901477138485","https://b2b.geko.pl/zasoby/import/4/423_0_36035.jpg","Imagem do produto","true"
"255","5901477138492","https://b2b.geko.pl/zasoby/import/4/424_0_36037.jpg","Imagem do produto","true"
"256","5901477138492","https://b2b.geko.pl/zasoby/import/4/424_1_36038.jpg","Imagem do produto","false"
"257","5901477138492","https://b2b.geko.pl/zasoby/import/4/424_1_36039.jpg","Imagem do produto","false"
"258","5901477138508","https://b2b.geko.pl/zasoby/import/4/425_0_36041.jpg","Imagem do produto","true"
"259","5901477138515","https://b2b.geko.pl/zasoby/import/4/426_0_36043.jpg","Imagem do produto","true"
"260","5901477138522","https://b2b.geko.pl/zasoby/import/4/427_0_36045.jpg","Imagem do produto","true"
"261","5901477138539","https://b2b.geko.pl/zasoby/import/4/428_0_36047.jpg","Imagem do produto","true"
"262","5901477138546","https://b2b.geko.pl/zasoby/import/4/429_0_36049.jpg","Imagem do produto","true"
"263","5901477138553","https://b2b.geko.pl/zasoby/import/4/430_0_36051.jpg","Imagem do produto","true"
"264","5901477138560","https://b2b.geko.pl/zasoby/import/4/431_0_36053.jpg","Imagem do produto","true"
"265","5901477138577","https://b2b.geko.pl/zasoby/import/4/432_0_36055.jpg","Imagem do produto","true"
