"categoryid","name","path","parent_id","created_at","updated_at"
"107822",,"Power Tools\Angle Grinders and Metal Processing\Straight Grinders",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107823",,"Power Tools\Angle Grinders and Metal Processing\Shears",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107824",,"Power Tools\Angle Grinders and Metal Processing\Angle Grinders",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107825",,"Power Tools\Wood and Leather Burners",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107826",,"Tools for The Workshop and Garage\Others",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107827",,"Cutting Tools\Shears",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107828",,"Cutting Tools\Drilling\Drills and Impact Chisels",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107829",,"Cutting Tools\Drilling\Drills and Impact Chisels\SDS-Max Chisels",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107830",,"Cutting Tools\Drilling\Drills and Impact Chisels\Sets",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107831",,"Cutting Tools\Drilling\Hole Saws for Drilling",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107832",,"Cutting Tools\Drilling\Wood Drills\Drills for Holes for Hinges",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107833",,"Cutting Tools\Drilling\Wood Drills\Twist Drills",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107834",,"Cutting Tools\Drilling\Wood Drills\Twist Drills",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107835",,"Cutting Tools\Drilling\Wood Drills\Spatula Drills for Wood",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107836",,"Cutting Tools\Drilling\Wood Drills\Wood Cutters",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107837",,"Cutting Tools\Drilling\Wood Drills\Sedniki",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107838",,"Cutting Tools\Drilling\Drills for Metal",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107839",,"Cutting Tools\Drilling\Drills for Metal\Adjustable Reamers",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107840",,"Cutting Tools\Drilling\Drills for Metal\Hss Metal Drill Bits",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107841",,"Cutting Tools\Cutting and Grinding Discs",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107842",,"Cutting Tools\Cutting and Grinding Discs\Carbide-free Discs for Cutting Wood",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107844",,"Cutting Tools\Discs With Tungsten Carbide Blade\For Wood",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107845",,"Cutting Tools\Discs With Tungsten Carbide Blade\For Steel and Aluminum",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107846",,"Cutting Tools\Cutting and Grinding Discs\Stainless Steel Cutting Discs",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107847",,"Cutting Tools\Cutting and Grinding Discs\Metal Grinding Discs",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107848",,"Cutting Tools\Cutting and Grinding Discs\Stone Grinding Discs",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107850",,"Abrasive Materials\Shank Flap Wheels",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107851",,"Abrasive Materials\Sponges and Polishing Pads",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107852",,"Abrasive Materials\Manual Sanding",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107854",,"Abrasive Materials\Sharpening Stones",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107855",,"Abrasive Materials\Manual Sanding\Accessories",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107856",,"Abrasive Materials\Brushes\Non-woven Fabrics for Cleaning",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107857",,"Abrasive Materials\Brushes\Disc Brushes With Braided Wire",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107858",,"Abrasive Materials\Brushes\Disc Brushes With Crimped Wire",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107859",,"Abrasive Materials\Brushes\Brush Brushes",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107860",,"Abrasive Materials\Brushes\Butt Brushes With Braided Wire",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107861",,"Abrasive Materials\Brushes\Butt Brushes With Crimped Wire",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107862",,"Abrasive Materials\Brushes\Wire Brushes",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107863",,"Abrasive Materials\Brushes\Nylon Brushes",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107864",,"Abrasive Materials\Discs for Bench Grinders",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107865",,"Abrasive Materials\Discs for Orbital-rotary Sanders\125mm",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107866",,"Abrasive Materials\Discs for Orbital-rotary Sanders\190mm",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107867",,"Abrasive Materials\Discs for Orbital-rotary Sanders\225mm",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107868",,"Power Tools\Drill Accessories",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107870",,"Tools for The Workshop and Garage\Fuel Handling and Distribution\Fuel Filling Guns",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107871",,"Tools for The Workshop and Garage\Fuel Handling and Distribution\Mini Cpn Distributors",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107873",,"Tools for The Workshop and Garage\Fuel Handling and Distribution\Barrel Pumps",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107874",,"Tools for The Workshop and Garage\Fuel Handling and Distribution\Manual Fuel Pumps",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107875",,"Tools for The Workshop and Garage\Fuel Handling and Distribution\Electric Fuel and Adblue Pumps",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107876",,"Tools for The Workshop and Garage\Fuel Handling and Distribution\Counters",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107877",,"Tools for The Workshop and Garage\Fuel Handling and Distribution\Accessories, Equipment",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107878",,"Tools for The Workshop and Garage\Pneumatic Tools",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107881",,"Tools for The Workshop and Garage\General Mechanical Tools",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107882",,"Tools for The Workshop and Garage\General Mechanical Tools\Wrenches",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107883",,"Tools for The Workshop and Garage\General Mechanical Tools\Wrenches\Box Wrenches",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107884",,"Tools for The Workshop and Garage\General Mechanical Tools\Wrenches\Double-ended Open-end Wrenches",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107886",,"Garden\Trimming and Cutting",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107887",,"Garden\Trimming and Cutting\Garden Secateurs",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107888",,"Garden\Trimming and Cutting\Garden Saws",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107889",,"Garden\Trimming and Cutting\Saws With A Telescopic Handle",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107890",,"Garden\Trimming and Cutting\Branch Shears",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107891",,"Garden\Trimming and Cutting\Electric and Petrol Hedge Trimmers",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107892",,"Garden\Trimming and Cutting\Manual Hedge Trimmer",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107893",,"Garden\Trimming and Cutting\Manual Grass Shears",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107894",,"Garden\Trimming and Cutting\Cordless Grass and Shrub Shears",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107895",,"Garden\Ponds",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107896",,"Garden\Weed Heat Guns",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107897",,"Garden\Trimming",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107898",,"Tools for The Workshop and Garage\Specialized Tools for Vehicles",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107899",,"Tools for The Workshop and Garage\Specialized Tools for Vehicles\Battery Maintenance Tools",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107900",,"Tools for The Workshop and Garage\Specialized Tools for Vehicles\Battery Maintenance Tools\Jumper Cables",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107901",,"Tools for The Workshop and Garage\Specialized Tools for Vehicles\Battery Maintenance Tools\Battery Testers",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107902",,"Tools for The Workshop and Garage\Specialized Tools for Vehicles\Exhaust Tools",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107903",,"Tools for The Workshop and Garage\Specialized Tools for Vehicles\Tools for Car Windows",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107904",,"Tools for The Workshop and Garage\Specialized Tools for Vehicles\Clutch and Gearbox Tools",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107905",,"Tools for The Workshop and Garage\Service Equipment\Tools for Oil Service\Oil Filter Wrenches and Kits",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107906",,"Tools for The Workshop and Garage\Service Equipment\Tools for Oil Service\Oil Drain Wrenches",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107907",,"Tools for The Workshop and Garage\Service Equipment\Tools for Oil Service\Oilers",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107909",,"Tools for The Workshop and Garage\Specialized Tools for Vehicles\Chassis Repair Tools\Steering and Axle Tools",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107910",,"Tools for The Workshop and Garage\Specialized Tools for Vehicles\Chassis Repair Tools\Pullers for Pulleys, Hubs and Bearings",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107911",,"Tools for The Workshop and Garage\Specialized Tools for Vehicles\Chassis Repair Tools\Maintenance Guns",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107912",,"Tools for The Workshop and Garage\Specialized Tools for Vehicles\Chassis Repair Tools\Suspension Tools",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107913",,"Tools for The Workshop and Garage\Specialized Tools for Vehicles\Chassis Repair Tools\Braking System Tools",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107914",,"Tools for The Workshop and Garage\Service Equipment\Hydraulic Spreaders",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107915",,"Tools for The Workshop and Garage\Specialized Tools for Vehicles\Tools for Air Conditioning and Cooling System",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107917",,"Tools for The Workshop and Garage\Service Equipment\Assembly Aids",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107918",,"Tools for The Workshop and Garage\Service Equipment\Assembly Aids\Motorcycle Lifts",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107919",,"Tools for The Workshop and Garage\Car Lifts\Car Ramps",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107920",,"Tools for The Workshop and Garage\Lubricators",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107921",,"Tools for The Workshop and Garage\Workshop Tables and Shelves",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107922",,"Tools for The Workshop and Garage\Tool Cabinets and Tool Sets\Cabinets Without Equipment",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107923",,"Tools for The Workshop and Garage\Tool Cabinets and Tool Sets\Cabinets With Equipment",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107924",,"Tools for The Workshop and Garage\Tool Cabinets and Tool Sets\Modules With Tools",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107926",,"Tools for The Workshop and Garage\Tool Cabinets and Tool Sets\Tool Boxes and Cases",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107928",,"Tools for The Workshop and Garage\Specialized Tools for Vehicles\Engine Maintenance Tools\Engine Diagnostics",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107929",,"Tools for The Workshop and Garage\Service Equipment\Diagnostics",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107930",,"Tools for The Workshop and Garage\General Mechanical Tools\Thread Repair",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107931",,"Tools for The Workshop and Garage\Socket Wrenches and Accessories\Sockets",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107932",,"Construction and Renovation\Hand Saws",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107936",,"Garden\Wheels for Wheelbarrows and Carts\Wheels",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107937",,"Garden\Wheels for Wheelbarrows and Carts\Tires and Inner Tubes",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107938",,"Pneumatics\Pneumatic Installation Accessories\Quick Connectors, Hose Connectors",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107939",,"Pneumatics\Pneumatic Installation Accessories\Reinforced Technical Hoses",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107940",,"Pneumatics\Pneumatic Installation Accessories\Polyurethane Straight Hoses",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107941",,"Pneumatics\Pneumatic Ratchets",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107942",,"Pneumatics\Impact Wrenches",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107943",,"Cutting Tools\Saws and Saw Blades",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107944",,"Cutting Tools\Saws and Saw Blades\Saw Blades",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107945",,"Cutting Tools\Saws and Saw Blades\Jigsaw Blades",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107946",,"Cutting Tools\Saws and Saw Blades\Wood Saws",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107947",,"Cutting Tools\Saws and Saw Blades\Saws for Aerated Concrete",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107948",,"Cutting Tools\Saws and Saw Blades\Accessories for Multi-functional Oscillating Tools",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107949",,"Tools for The Workshop and Garage\Service Equipment\Pumps and Air Compressors",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107950",,"Tools for The Workshop and Garage\Service Equipment\Tools for Wheels and Tires",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107951",,"Pneumatics\Oil and Oil-free Compressors",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107952",,"Power Tools\Spare Parts for Power Tools\Rotors",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107953",,"Power Tools\Wood Processing\Saws and Saws",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107954",,"Power Tools\Angle Grinders and Metal Processing\Car Polishers",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107955",,"Abrasive Materials\Manual Sanding\Abrasive Sheets",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107956",,"Tools for Electricians\Insulation Strippers",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107957",,"Joining Tools\Padlocks",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107958",,"Joining Tools\Towing and Safety Ropes",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107960",,"Household Items\Insect and Rodent Repellents",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107961",,"Cutting Tools\Drilling\Drills for Metal\Rotary Files for Metal, Milling Cutters",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107962",,"Health and Safety Articles\Work Clothes\Jackets",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107963",,"Spare Parts\Impact Drills",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107964",,"Tools for The Workshop and Garage\Service Equipment\Rectifiers",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107965",,"Tools for The Workshop and Garage\Specialized Tools for Vehicles\Engine Maintenance Tools\Engine Timing Locks",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107966",,"Spare Parts\Orbital Sanders",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"107967",,"Abrasive Materials\Discs for Orbital-rotary Sanders\150mm",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"108074",,"Measuring Tools\Roll-up Rulers",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"108076",,"Measuring Tools\Vernier and Electronic Calipers\Analog",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"108077",,"Measuring Tools\Vernier and Electronic Calipers\Electronic",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"108344",,"Tools for The Workshop and Garage\Wheel Sets",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"108376",,"Household Items\Electric Heaters",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"108506",,"Tools for The Workshop and Garage\Consumables\Zippers",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"108551",,"Cutting Tools\Drilling\Drills and Impact Chisels\Hex Chisels",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"108636",,"Abrasive Materials\Stoneware Grinding Discs",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"108637",,"Spare Parts\Electric Saws",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"108738",,"Tools for The Workshop and Garage\Socket Wrenches and Accessories\Sockets\0.75"" Drive",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"108939",,"Cutting Tools\Diamond Tools\M14 Diamond Hole Saws",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"109132",,"Household Items\Other",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"109133",,"Household Items\Garbage Bags",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"109370",,"Garden\Trimming and Cutting\Axes\Wedges",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"109382",,"Tools for Electricians\Electrical Quick Connectors",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"109632",,"Garden\Seeders",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"109751",,"Construction and Renovation\Tile Cutting Tools and Accessories\Suction Cups",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"109752",,"Household Items\GSM Accessories",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"109773",,"Construction and Renovation\Painting Accessories",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"109791",,"Cutting Tools\Files",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"109845",,"Construction and Renovation\Brushes, Rollers, Accessories\Rollers",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"109846",,"Garden\Grills and Accessories",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"110071",,"Garden\Lighting",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"110245",,"Abrasive Materials\Brushes for A Burnishing Machine",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"110317",,"Construction and Renovation\Ladders",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"110347",,"Construction and Renovation\Clamps and Handles",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"110729",,"Tourist Equipment and Accessories\Akcesoria rowerowe",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"110869",,"Spare Parts\Piły ukosowe",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"112318",,"Spare Parts\Części zamienne do przetwornic napięcia",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"112528",,"Construction and Renovation\Materiały do znakowania",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"112529",,"Construction and Renovation\Akcesoria do kominów",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"112530",,"Construction and Renovation\Tile Cutting Tools and Accessories\Akcesoria",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"112558",,"Construction and Renovation\Oświetlenie robocze",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"112577",,"Tools for The Workshop and Garage\Service Equipment\Optyka",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"112601",,"Health and Safety Articles\Kaski",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"112602",,"Measuring Tools\Wagi",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"112676",,"Power Tools\Screwdrivers and Impact Wrenches\Bity i akcesoria",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"112677",,"Cutting Tools\Drilling\Hole Saws for Drilling\Otwornice diamentowe",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"112777",,"Garden\Małe narzędzia ogrodnicze",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"112778",,"Construction and Renovation\Betoniarki",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
"112779",,"Spare Parts\Betoniarki",,"2025-06-13 14:44:55.727561+00","2025-06-13 14:44:55.727561+00"
